task_name,period_ms,cycle_num,scheduled_ns,actual_ns,exec_end_ns
SurfaceRecon,100,213,2813932283239,2813932298391,2813932317903
DistanceCalc,20,1065,2813932335697,2813932344383,2813932344621
DataIMU,0,207,2813932327949,2813932327949,2813932414223
DistanceCalc,20,1066,2813952335697,2813952348906,2813952349094
DistanceCalc,20,1067,2813972335697,2813972343784,2813972343946
NavCommand,80,267,2813992293075,2813992303781,2813992305099
DistanceCalc,20,1068,2813992335697,2813992348197,2813992348439
NavControl,80,267,2813993195935,2813993205374,2813993206088
DistanceCalc,20,1069,2814012335697,2814012343941,2814012344090
SurfaceRecon,100,214,2814032283239,2814032297621,2814032303863
DistanceCalc,20,1070,2814032335697,2814032346363,2814032346482
DataIMU,0,208,2814032312764,2814032312764,2814032400056
DistanceCalc,20,1071,2814052335697,2814052346404,2814052346563
NavCommand,80,268,2814072293075,2814072304996,2814072306498
DistanceCalc,20,1072,2814072335697,2814072343066,2814072343347
NavControl,80,268,2814073195935,2814073207805,2814073208675
DistanceCalc,20,1073,2814092335697,2814092343959,2814092344101
DistanceCalc,20,1074,2814112335697,2814112343648,2814112343936
SurfaceRecon,100,215,2814132283239,2814132295366,2814132300646
DistanceCalc,20,1075,2814132335697,2814132343042,2814132343264
DataIMU,0,209,2814132309500,2814132309500,2814132399843
NavCommand,80,269,2814152293075,2814152305387,2814152306999
DistanceCalc,20,1076,2814152335697,2814152342781,2814152343037
NavControl,80,269,2814153195935,2814153208232,2814153209211
DistanceCalc,20,1077,2814172335697,2814172343820,2814172343959
DistanceCalc,20,1078,2814192335697,2814192344743,2814192344883
DistanceCalc,20,1079,2814212335697,2814212342918,2814212343117
SurfaceRecon,100,216,2814232283239,2814232295867,2814232301252
NavCommand,80,270,2814232293075,2814232301607,2814232302855
DistanceCalc,20,1080,2814232335697,2814232342890,2814232343099
DataIMU,0,210,2814232309206,2814232309206,2814232392931
NavControl,80,270,2814233195935,2814233206375,2814233206870
DistanceCalc,20,1081,2814252335697,2814252343130,2814252343335
DistanceCalc,20,1082,2814272335697,2814272342935,2814272343159
DistanceCalc,20,1083,2814292335697,2814292344844,2814292344991
NavCommand,80,271,2814312293075,2814312303546,2814312304799
DistanceCalc,20,1084,2814312335697,2814312342913,2814312343122
NavControl,80,271,2814313195935,2814313210622,2814313211430
SurfaceRecon,100,217,2814332283239,2814332296204,2814332302152
DistanceCalc,20,1085,2814332335697,2814332343265,2814332343425
DataIMU,0,211,2814332311567,2814332311567,2814332397677
DistanceCalc,20,1086,2814352335697,2814352343818,2814352344007
DistanceCalc,20,1087,2814372335697,2814372343805,2814372343947
NavCommand,80,272,2814392293075,2814392303336,2814392304313
DistanceCalc,20,1088,2814392335697,2814392342093,2814392342300
NavControl,80,272,2814393195935,2814393209151,2814393209864
DistanceCalc,20,1089,2814412335697,2814412343253,2814412343390
SurfaceRecon,100,218,2814432283239,2814432295653,2814432301799
DistanceCalc,20,1090,2814432335697,2814432343846,2814432344068
DataIMU,0,212,2814432310398,2814432310398,2814432397319
DistanceCalc,20,1091,2814452335697,2814452344262,2814452344401
NavCommand,80,273,2814472293075,2814472304686,2814472305856
DistanceCalc,20,1092,2814472335697,2814472342645,2814472342849
NavControl,80,273,2814473195935,2814473208430,2814473209075
DistanceCalc,20,1093,2814492335697,2814492344586,2814492344735
DistanceCalc,20,1094,2814512335697,2814512347656,2814512347791
SurfaceRecon,100,219,2814532283239,2814532295411,2814532301092
DistanceCalc,20,1095,2814532335697,2814532342304,2814532342509
DataIMU,0,213,2814532309495,2814532309495,2814532398884
NavCommand,80,274,2814552293075,2814552303582,2814552304439
DistanceCalc,20,1096,2814552335697,2814552342802,2814552342946
NavControl,80,274,2814553195935,2814553208215,2814553208879
DistanceCalc,20,1097,2814572335697,2814572344527,2814572344687
DistanceCalc,20,1098,2814592335697,2814592344082,2814592344261
DistanceCalc,20,1099,2814612335697,2814612343172,2814612343330
SurfaceRecon,100,220,2814632283239,2814632296297,2814632302965
NavCommand,80,275,2814632293075,2814632304288,2814632305490
DistanceCalc,20,1100,2814632335697,2814632342316,2814632342537
DataIMU,0,214,2814632311368,2814632311368,2814632394895
NavControl,80,275,2814633195935,2814633206275,2814633206732
DistanceCalc,20,1101,2814652335697,2814652343242,2814652343387
DistanceCalc,20,1102,2814672335697,2814672342672,2814672342829
DistanceCalc,20,1103,2814692335697,2814692343311,2814692343452
NavCommand,80,276,2814712293075,2814712303179,2814712304763
DistanceCalc,20,1104,2814712335697,2814712345339,2814712345581
NavControl,80,276,2814713195935,2814713206478,2814713207026
SurfaceRecon,100,221,2814732283239,2814732294322,2814732300021
DistanceCalc,20,1105,2814732335697,2814732346331,2814732346515
DataIMU,0,215,2814732308021,2814732308021,2814732383297
DistanceCalc,20,1106,2814752335697,2814752345038,2814752345190
DistanceCalc,20,1107,2814772335697,2814772344365,2814772344558
NavCommand,80,277,2814792293075,2814792302673,2814792303899
DistanceCalc,20,1108,2814792335697,2814792346639,2814792346874
NavControl,80,277,2814793195935,2814793210842,2814793211443
DistanceCalc,20,1109,2814812335697,2814812350428,2814812350606
SurfaceRecon,100,222,2814832283239,2814832295853,2814832301735
DistanceCalc,20,1110,2814832335697,2814832348604,2814832348885
DataIMU,0,216,2814832309624,2814832309624,2814832400314
DistanceCalc,20,1111,2814852335697,2814852347936,2814852348123
NavCommand,80,278,2814872293075,2814872302853,2814872303905
DistanceCalc,20,1112,2814872335697,2814872346323,2814872346542
NavControl,80,278,2814873195935,2814873206638,2814873207314
DistanceCalc,20,1113,2814892335697,2814892350100,2814892350337
DistanceCalc,20,1114,2814912335697,2814912348347,2814912348555
SurfaceRecon,100,223,2814932283239,2814932296591,2814932303434
DistanceCalc,20,1115,2814932335697,2814932348762,2814932348897
DataIMU,0,217,2814932311684,2814932311684,2814932398881
NavCommand,80,279,2814952293075,2814952301008,2814952301919
DistanceCalc,20,1116,2814952335697,2814952346672,2814952346917
NavControl,80,279,2814953195935,2814953205700,2814953206390
DistanceCalc,20,1117,2814972335697,2814972349145,2814972349376
DistanceCalc,20,1118,2814992335697,2814992350634,2814992350801
DistanceCalc,20,1119,2815012335697,2815012349924,2815012350124
NavCommand,80,280,2815032293075,2815032301389,2815032302449
SurfaceRecon,100,224,2815032283239,2815032296551,2815032303367
DistanceCalc,20,1120,2815032335697,2815032346482,2815032346668
DataIMU,0,218,2815032311414,2815032311414,2815032399781
NavControl,80,280,2815033195935,2815033206537,2815033206959
DistanceCalc,20,1121,2815052335697,2815052351216,2815052351388
DistanceCalc,20,1122,2815072335697,2815072346980,2815072347192
DistanceCalc,20,1123,2815092335697,2815092350824,2815092351011
NavCommand,80,281,2815112293075,2815112302305,2815112303658
DistanceCalc,20,1124,2815112335697,2815112346468,2815112346713
NavControl,80,281,2815113195935,2815113208385,2815113209327
SurfaceRecon,100,225,2815132283239,2815132296288,2815132302459
DistanceCalc,20,1125,2815132335697,2815132347617,2815132347872
DataIMU,0,219,2815132311512,2815132311512,2815132401028
DistanceCalc,20,1126,2815152335697,2815152350922,2815152351130
DistanceCalc,20,1127,2815172335697,2815172349899,2815172350110
NavCommand,80,282,2815192293075,2815192302488,2815192304831
DistanceCalc,20,1128,2815192335697,2815192349773,2815192350125
NavControl,80,282,2815193195935,2815193206503,2815193207287
DistanceCalc,20,1129,2815212335697,2815212351091,2815212351260
SurfaceRecon,100,226,2815232283239,2815232295919,2815232301772
DistanceCalc,20,1130,2815232335697,2815232348998,2815232349204
DataIMU,0,220,2815232310639,2815232310639,2815232402083
DistanceCalc,20,1131,2815252335697,2815252348445,2815252348608
NavCommand,80,283,2815272293075,2815272303803,2815272305283
DistanceCalc,20,1132,2815272335697,2815272350452,2815272350687
NavControl,80,283,2815273195935,2815273207827,2815273208464
DistanceCalc,20,1133,2815292335697,2815292350205,2815292350384
DistanceCalc,20,1134,2815312335697,2815312347907,2815312348077
SurfaceRecon,100,227,2815332283239,2815332294451,2815332299480
DistanceCalc,20,1135,2815332335697,2815332347410,2815332347647
DataIMU,0,221,2815332335239,2815332335239,2815332412050
NavCommand,80,284,2815352293075,2815352304354,2815352305582
DistanceCalc,20,1136,2815352335697,2815352344850,2815352345073
NavControl,80,284,2815353195935,2815353205774,2815353206382
DistanceCalc,20,1137,2815372335697,2815372346705,2815372346910
DistanceCalc,20,1138,2815392335697,2815392348203,2815392348462
DistanceCalc,20,1139,2815412335697,2815412345098,2815412345271
SurfaceRecon,100,228,2815432283239,2815432296783,2815432302882
NavCommand,80,285,2815432293075,2815432311355,2815432312895
DistanceCalc,20,1140,2815432335697,2815432344188,2815432344412
CameraYOLO,0,2,2813932322201,2813932322201,2815432391434
DataIMU,0,222,2815432314695,2815432314695,2815432407163
NavControl,80,285,2815433195935,2815433203417,2815433203939
DistanceCalc,20,1141,2815452335697,2815452346813,2815452347012
DistanceCalc,20,1142,2815472335697,2815472344679,2815472344834
DistanceCalc,20,1143,2815492335697,2815492346617,2815492346860
NavCommand,80,286,2815512293075,2815512303358,2815512304474
DistanceCalc,20,1144,2815512335697,2815512342274,2815512342445
NavControl,80,286,2815513195935,2815513202890,2815513203493
SurfaceRecon,100,229,2815532283239,2815532293794,2815532300704
DistanceCalc,20,1145,2815532335697,2815532342808,2815532343019
DataIMU,0,223,2815532310211,2815532310211,2815532397807
DistanceCalc,20,1146,2815552335697,2815552345135,2815552345289
DistanceCalc,20,1147,2815572335697,2815572343498,2815572343573
NavCommand,80,287,2815592293075,2815592305609,2815592309083
DistanceCalc,20,1148,2815592335697,2815592343007,2815592343166
NavControl,80,287,2815593195935,2815593205894,2815593206459
DistanceCalc,20,1149,2815612335697,2815612347183,2815612347397
SurfaceRecon,100,230,2815632283239,2815632296711,2815632303417
DistanceCalc,20,1150,2815632335697,2815632346012,2815632346263
DataIMU,0,224,2815632312616,2815632312616,2815632405583
DistanceCalc,20,1151,2815652335697,2815652348008,2815652348190
NavCommand,80,288,2815672293075,2815672303306,2815672305003
DistanceCalc,20,1152,2815672335697,2815672345836,2815672346188
NavControl,80,288,2815673195935,2815673205372,2815673206045
DistanceCalc,20,1153,2815692335697,2815692349470,2815692349780
DistanceCalc,20,1154,2815712335697,2815712343044,2815712343120
SurfaceRecon,100,231,2815732283239,2815732294679,2815732300413
DistanceCalc,20,1155,2815732335697,2815732346044,2815732346211
DataIMU,0,225,2815732310222,2815732310222,2815732400258
NavCommand,80,289,2815752293075,2815752302220,2815752303389
DistanceCalc,20,1156,2815752335697,2815752344860,2815752345071
NavControl,80,289,2815753195935,2815753205512,2815753206338
DistanceCalc,20,1157,2815772335697,2815772346000,2815772346288
DistanceCalc,20,1158,2815792335697,2815792346541,2815792346788
DistanceCalc,20,1159,2815812335697,2815812345440,2815812345828
SurfaceRecon,100,232,2815832283239,2815832295334,2815832297494
NavCommand,80,290,2815832293075,2815832301058,2815832302007
DistanceCalc,20,1160,2815832335697,2815832345233,2815832345471
NavControl,80,290,2815833195935,2815833204906,2815833205591
DistanceCalc,20,1161,2815852335697,2815852346892,2815852347162
DistanceCalc,20,1162,2815872335697,2815872346328,2815872346478
DistanceCalc,20,1163,2815892335697,2815892346686,2815892346860
NavCommand,80,291,2815912293075,2815912301749,2815912302860
DistanceCalc,20,1164,2815912335697,2815912344803,2815912345100
NavControl,80,291,2815913195935,2815913203756,2815913204759
SurfaceRecon,100,233,2815932283239,2815932295720,2815932301852
DistanceCalc,20,1165,2815932335697,2815932346562,2815932346770
DataIMU,0,226,2815932310035,2815932310035,2815932394410
DistanceCalc,20,1166,2815952335697,2815952346223,2815952346447
DistanceCalc,20,1167,2815972335697,2815972346753,2815972346911
NavCommand,80,292,2815992293075,2815992307822,2815992309849
DistanceCalc,20,1168,2815992335697,2815992344517,2815992344744
NavControl,80,292,2815993195935,2815993206327,2815993207062
DistanceCalc,20,1169,2816012335697,2816012348950,2816012349148
SurfaceRecon,100,234,2816032283239,2816032294605,2816032298961
DistanceCalc,20,1170,2816032335697,2816032344496,2816032344694
DistanceCalc,20,1171,2816052335697,2816052348475,2816052348620
NavCommand,80,293,2816072293075,2816072301232,2816072302211
DistanceCalc,20,1172,2816072335697,2816072343674,2816072343874
NavControl,80,293,2816073195935,2816073205181,2816073205816
DistanceCalc,20,1173,2816092335697,2816092350119,2816092350274
DistanceCalc,20,1174,2816112335697,2816112344420,2816112344551
SurfaceRecon,100,235,2816132283239,2816132295166,2816132300494
DistanceCalc,20,1175,2816132335697,2816132344840,2816132345080
DataIMU,0,227,2816132308763,2816132308763,2816132391542
NavCommand,80,294,2816152293075,2816152301172,2816152302304
DistanceCalc,20,1176,2816152335697,2816152344779,2816152344954
NavControl,80,294,2816153195935,2816153204506,2816153205042
DistanceCalc,20,1177,2816172335697,2816172345411,2816172345661
DistanceCalc,20,1178,2816192335697,2816192346664,2816192346840
DistanceCalc,20,1179,2816212335697,2816212343639,2816212343819
NavCommand,80,295,2816232293075,2816232300062,2816232301138
SurfaceRecon,100,236,2816232283239,2816232296249,2816232303730
DistanceCalc,20,1180,2816232335697,2816232345067,2816232345236
DataIMU,0,228,2816232313907,2816232313907,2816232404413
NavControl,80,295,2816233195935,2816233203585,2816233204030
DistanceCalc,20,1181,2816252335697,2816252344086,2816252344311
DistanceCalc,20,1182,2816272335697,2816272344610,2816272344706
DistanceCalc,20,1183,2816292335697,2816292347261,2816292347339
NavCommand,80,296,2816312293075,2816312301411,2816312302632
DistanceCalc,20,1184,2816312335697,2816312346437,2816312346616
NavControl,80,296,2816313195935,2816313204742,2816313205373
SurfaceRecon,100,237,2816332283239,2816332297601,2816332304074
DistanceCalc,20,1185,2816332335697,2816332347000,2816332347192
DataIMU,0,229,2816332313979,2816332313979,2816332399467
DistanceCalc,20,1186,2816352335697,2816352348925,2816352349112
DistanceCalc,20,1187,2816372335697,2816372348981,2816372349192
NavCommand,80,297,2816392293075,2816392310316,2816392311702
DistanceCalc,20,1188,2816392335697,2816392345185,2816392345430
NavControl,80,297,2816393195935,2816393205781,2816393206350
DistanceCalc,20,1189,2816412335697,2816412344199,2816412344422
SurfaceRecon,100,238,2816432283239,2816432296488,2816432305683
DistanceCalc,20,1190,2816432335697,2816432343549,2816432343811
DataIMU,0,230,2816432315400,2816432315400,2816432405557
DistanceCalc,20,1191,2816452335697,2816452344207,2816452344366
NavCommand,80,298,2816472293075,2816472303348,2816472304341
DistanceCalc,20,1192,2816472335697,2816472342958,2816472343044
NavControl,80,298,2816473195935,2816473205474,2816473205992
DistanceCalc,20,1193,2816492335697,2816492344628,2816492344834
DistanceCalc,20,1194,2816512335697,2816512351286,2816512351527
SurfaceRecon,100,239,2816532283239,2816532295073,2816532301411
DistanceCalc,20,1195,2816532335697,2816532344017,2816532344253
DataIMU,0,231,2816532335931,2816532335931,2816532421763
NavCommand,80,299,2816552293075,2816552302750,2816552303863
DistanceCalc,20,1196,2816552335697,2816552347444,2816552347725
NavControl,80,299,2816553195935,2816553206443,2816553207303
DistanceCalc,20,1197,2816572335697,2816572345521,2816572345698
DistanceCalc,20,1198,2816592335697,2816592349128,2816592349338
DistanceCalc,20,1199,2816612335697,2816612344296,2816612344458
SurfaceRecon,100,240,2816632283239,2816632294999,2816632301675
NavCommand,80,300,2816632293075,2816632300828,2816632301792
DistanceCalc,20,1200,2816632335697,2816632346805,2816632347070
DataIMU,0,232,2816632310194,2816632310194,2816632402951
NavControl,80,300,2816633195935,2816633205629,2816633206404
DistanceCalc,20,1201,2816652335697,2816652348523,2816652348786
DistanceCalc,20,1202,2816672335697,2816672347591,2816672347771
DistanceCalc,20,1203,2816692335697,2816692346471,2816692346648
NavCommand,80,301,2816712293075,2816712302030,2816712303370
DistanceCalc,20,1204,2816712335697,2816712344028,2816712344254
NavControl,80,301,2816713195935,2816713207613,2816713208432
SurfaceRecon,100,241,2816732283239,2816732294864,2816732301000
DistanceCalc,20,1205,2816732335697,2816732344211,2816732344454
DataIMU,0,233,2816732309550,2816732309550,2816732397414
DistanceCalc,20,1206,2816752335697,2816752347761,2816752347954
DistanceCalc,20,1207,2816772335697,2816772344065,2816772344275
NavCommand,80,302,2816792293075,2816792305443,2816792306528
DistanceCalc,20,1208,2816792335697,2816792345775,2816792346009
NavControl,80,302,2816793195935,2816793205854,2816793206457
DistanceCalc,20,1209,2816812335697,2816812344605,2816812344852
SurfaceRecon,100,242,2816832283239,2816832295789,2816832301376
DistanceCalc,20,1210,2816832335697,2816832346141,2816832346460
DataIMU,0,234,2816832310928,2816832310928,2816832396452
DistanceCalc,20,1211,2816852335697,2816852347710,2816852347905
NavCommand,80,303,2816872293075,2816872302871,2816872303821
DistanceCalc,20,1212,2816872335697,2816872345123,2816872345340
NavControl,80,303,2816873195935,2816873208236,2816873208878
DistanceCalc,20,1213,2816892335697,2816892348181,2816892348381
DistanceCalc,20,1214,2816912335697,2816912342824,2816912343004
SurfaceRecon,100,243,2816932283239,2816932297685,2816932304456
DistanceCalc,20,1215,2816932335697,2816932344271,2816932344528
DataIMU,0,235,2816932313416,2816932313416,2816932409089
NavCommand,80,304,2816952293075,2816952303063,2816952304517
DistanceCalc,20,1216,2816952335697,2816952349040,2816952349296
NavControl,80,304,2816953195935,2816953206832,2816953207518
DistanceCalc,20,1217,2816972335697,2816972348373,2816972348579
DistanceCalc,20,1218,2816992335697,2816992348482,2816992348667
DistanceCalc,20,1219,2817012335697,2817012343942,2817012344106
NavCommand,80,305,2817032293075,2817032301134,2817032302318
SurfaceRecon,100,244,2817032283239,2817032297340,2817032303995
DistanceCalc,20,1220,2817032335697,2817032343974,2817032344264
DataIMU,0,236,2817032312697,2817032312697,2817032404126
NavControl,80,305,2817033195935,2817033206085,2817033206529
DistanceCalc,20,1221,2817052335697,2817052345390,2817052345556
DistanceCalc,20,1222,2817072335697,2817072345666,2817072345829
DistanceCalc,20,1223,2817092335697,2817092346406,2817092346567
NavCommand,80,306,2817112293075,2817112302719,2817112303564
DistanceCalc,20,1224,2817112335697,2817112344648,2817112344877
NavControl,80,306,2817113195935,2817113205446,2817113206214
SurfaceRecon,100,245,2817132283239,2817132297243,2817132304238
DistanceCalc,20,1225,2817132335697,2817132344700,2817132344947
DataIMU,0,237,2817132313172,2817132313172,2817132407894
DistanceCalc,20,1226,2817152335697,2817152347064,2817152347380
DistanceCalc,20,1227,2817172335697,2817172347907,2817172348095
NavCommand,80,307,2817192293075,2817192305034,2817192306191
DistanceCalc,20,1228,2817192335697,2817192346309,2817192346570
NavControl,80,307,2817193195935,2817193204962,2817193205680
DistanceCalc,20,1229,2817212335697,2817212343783,2817212343939
SurfaceRecon,100,246,2817232283239,2817232297674,2817232304929
DistanceCalc,20,1230,2817232335697,2817232346527,2817232346772
DataIMU,0,238,2817232315006,2817232315006,2817232408183
DistanceCalc,20,1231,2817252335697,2817252350301,2817252350545
NavCommand,80,308,2817272293075,2817272301904,2817272302881
DistanceCalc,20,1232,2817272335697,2817272345553,2817272345804
NavControl,80,308,2817273195935,2817273206448,2817273207358
DistanceCalc,20,1233,2817292335697,2817292347909,2817292348304
DistanceCalc,20,1234,2817312335697,2817312343781,2817312343931
SurfaceRecon,100,247,2817332283239,2817332294331,2817332302604
DistanceCalc,20,1235,2817332335697,2817332345069,2817332345321
DataIMU,0,239,2817332312796,2817332312796,2817332407946
NavCommand,80,309,2817352293075,2817352304341,2817352306032
DistanceCalc,20,1236,2817352335697,2817352344889,2817352345295
NavControl,80,309,2817353195935,2817353207097,2817353207936
DistanceCalc,20,1237,2817372335697,2817372352410,2817372352890
DistanceCalc,20,1238,2817392335697,2817392347764,2817392348061
DistanceCalc,20,1239,2817412335697,2817412344783,2817412345037
NavCommand,80,310,2817432293075,2817432302286,2817432303330
SurfaceRecon,100,248,2817432283239,2817432296550,2817432304420
DistanceCalc,20,1240,2817432335697,2817432345167,2817432345428
DataIMU,0,240,2817432315435,2817432315435,2817432408472
NavControl,80,310,2817433195935,2817433203167,2817433203878
DistanceCalc,20,1241,2817452335697,2817452346122,2817452346306
DistanceCalc,20,1242,2817472335697,2817472344021,2817472344255
DistanceCalc,20,1243,2817492335697,2817492345530,2817492345729
NavCommand,80,311,2817512293075,2817512303341,2817512304851
DistanceCalc,20,1244,2817512335697,2817512343480,2817512343688
NavControl,80,311,2817513195935,2817513203515,2817513204210
SurfaceRecon,100,249,2817532283239,2817532295721,2817532302400
DistanceCalc,20,1245,2817532335697,2817532346443,2817532346684
DataIMU,0,241,2817532310405,2817532310405,2817532403189
DistanceCalc,20,1246,2817552335697,2817552344990,2817552345285
DistanceCalc,20,1247,2817572335697,2817572347188,2817572347425
NavCommand,80,312,2817592293075,2817592302706,2817592303698
DistanceCalc,20,1248,2817592335697,2817592345444,2817592345692
NavControl,80,312,2817593195935,2817593203495,2817593204110
DistanceCalc,20,1249,2817612335697,2817612344124,2817612344290
SurfaceRecon,100,250,2817632283239,2817632295737,2817632302848
DistanceCalc,20,1250,2817632335697,2817632344000,2817632344243
DataIMU,0,242,2817632340805,2817632340805,2817632429615
DistanceCalc,20,1251,2817652335697,2817652345333,2817652345519
NavCommand,80,313,2817672293075,2817672302459,2817672303820
DistanceCalc,20,1252,2817672335697,2817672345866,2817672346126
NavControl,80,313,2817673195935,2817673204145,2817673204951
DistanceCalc,20,1253,2817692335697,2817692345475,2817692345673
DistanceCalc,20,1254,2817712335697,2817712345807,2817712346056
SurfaceRecon,100,251,2817732283239,2817732297869,2817732306093
DistanceCalc,20,1255,2817732335697,2817732345121,2817732345625
DataIMU,0,243,2817732315469,2817732315469,2817732408133
NavCommand,80,314,2817752293075,2817752302400,2817752303544
DistanceCalc,20,1256,2817752335697,2817752348682,2817752348959
NavControl,80,314,2817753195935,2817753205619,2817753206467
DistanceCalc,20,1257,2817772335697,2817772348202,2817772348470
DistanceCalc,20,1258,2817792335697,2817792348496,2817792348694
DistanceCalc,20,1259,2817812335697,2817812345106,2817812345267
NavCommand,80,315,2817832293075,2817832300726,2817832301803
SurfaceRecon,100,252,2817832283239,2817832297031,2817832306091
DistanceCalc,20,1260,2817832335697,2817832343432,2817832343691
DataIMU,0,244,2817832315770,2817832315770,2817832405317
NavControl,80,315,2817833195935,2817833203730,2817833204105
DistanceCalc,20,1261,2817852335697,2817852344431,2817852344656
DistanceCalc,20,1262,2817872335697,2817872345999,2817872346202
DistanceCalc,20,1263,2817892335697,2817892345026,2817892345213
NavCommand,80,316,2817912293075,2817912302644,2817912303832
DistanceCalc,20,1264,2817912335697,2817912343807,2817912344024
NavControl,80,316,2817913195935,2817913205233,2817913205939
SurfaceRecon,100,253,2817932283239,2817932295448,2817932301137
DistanceCalc,20,1265,2817932335697,2817932344047,2817932344293
DataIMU,0,245,2817932310111,2817932310111,2817932396934
DistanceCalc,20,1266,2817952335697,2817952344607,2817952344786
DistanceCalc,20,1267,2817972335697,2817972349925,2817972350103
NavCommand,80,317,2817992293075,2817992304112,2817992305560
DistanceCalc,20,1268,2817992335697,2817992346453,2817992346713
NavControl,80,317,2817993195935,2817993206515,2817993207148
DistanceCalc,20,1269,2818012335697,2818012344709,2818012344912
SurfaceRecon,100,254,2818032283239,2818032295307,2818032301772
DistanceCalc,20,1270,2818032335697,2818032344584,2818032344842
DataIMU,0,246,2818032310605,2818032310605,2818032399852
DistanceCalc,20,1271,2818052335697,2818052346925,2818052347096
NavCommand,80,318,2818072293075,2818072303700,2818072304943
DistanceCalc,20,1272,2818072335697,2818072344270,2818072344489
NavControl,80,318,2818073195935,2818073206220,2818073206968
DistanceCalc,20,1273,2818092335697,2818092344791,2818092345108
DistanceCalc,20,1274,2818112335697,2818112345000,2818112345189
SurfaceRecon,100,255,2818132283239,2818132301364,2818132311965
DistanceCalc,20,1275,2818132335697,2818132347135,2818132347402
DataIMU,0,247,2818132323800,2818132323800,2818132421741
NavCommand,80,319,2818152293075,2818152302499,2818152305705
DistanceCalc,20,1276,2818152335697,2818152344523,2818152344747
NavControl,80,319,2818153195935,2818153205630,2818153206405
DistanceCalc,20,1277,2818172335697,2818172347398,2818172347718
DistanceCalc,20,1278,2818192335697,2818192349967,2818192350188
DistanceCalc,20,1279,2818212335697,2818212347696,2818212347989
NavCommand,80,320,2818232293075,2818232301898,2818232303233
SurfaceRecon,100,256,2818232283239,2818232299582,2818232307907
DistanceCalc,20,1280,2818232335697,2818232344523,2818232344775
DataIMU,0,248,2818232318436,2818232318436,2818232416521
NavControl,80,320,2818233195935,2818233205205,2818233205805
DistanceCalc,20,1281,2818252335697,2818252343515,2818252343754
DistanceCalc,20,1282,2818272335697,2818272348493,2818272348782
DistanceCalc,20,1283,2818292335697,2818292346199,2818292346396
NavCommand,80,321,2818312293075,2818312303109,2818312304487
DistanceCalc,20,1284,2818312335697,2818312343349,2818312343572
NavControl,80,321,2818313195935,2818313207660,2818313208265
SurfaceRecon,100,257,2818332283239,2818332296437,2818332302944
DistanceCalc,20,1285,2818332335697,2818332345285,2818332345465
DataIMU,0,249,2818332311370,2818332311370,2818332405483
DistanceCalc,20,1286,2818352335697,2818352344912,2818352345081
DistanceCalc,20,1287,2818372335697,2818372347053,2818372347225
NavCommand,80,322,2818392293075,2818392302684,2818392304269
DistanceCalc,20,1288,2818392335697,2818392346984,2818392347258
NavControl,80,322,2818393195935,2818393206464,2818393207304
DistanceCalc,20,1289,2818412335697,2818412345998,2818412346174
SurfaceRecon,100,258,2818432283239,2818432296761,2818432302714
DistanceCalc,20,1290,2818432335697,2818432343699,2818432343894
DataIMU,0,250,2818432311067,2818432311067,2818432403285
DistanceCalc,20,1291,2818452335697,2818452344014,2818452344224
NavCommand,80,323,2818472293075,2818472301480,2818472302528
DistanceCalc,20,1292,2818472335697,2818472343563,2818472343794
NavControl,80,323,2818473195935,2818473209203,2818473210022
DistanceCalc,20,1293,2818492335697,2818492345150,2818492345345
DistanceCalc,20,1294,2818512335697,2818512347627,2818512347799
SurfaceRecon,100,259,2818532283239,2818532296219,2818532302482
DistanceCalc,20,1295,2818532335697,2818532344575,2818532344770
DataIMU,0,251,2818532309836,2818532309836,2818532397396
NavCommand,80,324,2818552293075,2818552302942,2818552303903
DistanceCalc,20,1296,2818552335697,2818552343613,2818552343856
NavControl,80,324,2818553195935,2818553206217,2818553206935
DistanceCalc,20,1297,2818572335697,2818572344573,2818572344780
DistanceCalc,20,1298,2818592335697,2818592348850,2818592349056
DistanceCalc,20,1299,2818612335697,2818612344606,2818612344749
NavCommand,80,325,2818632293075,2818632301960,2818632303053
SurfaceRecon,100,260,2818632283239,2818632297136,2818632304200
DistanceCalc,20,1300,2818632335697,2818632346268,2818632346550
DataIMU,0,252,2818632315537,2818632315537,2818632404729
NavControl,80,325,2818633195935,2818633206868,2818633207425
DistanceCalc,20,1301,2818652335697,2818652346178,2818652346369
DistanceCalc,20,1302,2818672335697,2818672348038,2818672348214
DistanceCalc,20,1303,2818692335697,2818692345551,2818692345878
NavCommand,80,326,2818712293075,2818712303166,2818712304476
DistanceCalc,20,1304,2818712335697,2818712343377,2818712343599
NavControl,80,326,2818713195935,2818713210195,2818713211095
SurfaceRecon,100,261,2818732283239,2818732298814,2818732305261
DistanceCalc,20,1305,2818732335697,2818732346156,2818732346367
DataIMU,0,253,2818732314246,2818732314246,2818732406733
DistanceCalc,20,1306,2818752335697,2818752348226,2818752348393
DistanceCalc,20,1307,2818772335697,2818772344441,2818772344854
NavCommand,80,327,2818792293075,2818792303596,2818792304589
DistanceCalc,20,1308,2818792335697,2818792345976,2818792346229
NavControl,80,327,2818793195935,2818793207380,2818793208141
DistanceCalc,20,1309,2818812335697,2818812348926,2818812349153
SurfaceRecon,100,262,2818832283239,2818832295369,2818832301525
DistanceCalc,20,1310,2818832335697,2818832346320,2818832346601
DataIMU,0,254,2818832308904,2818832308904,2818832394659
DistanceCalc,20,1311,2818852335697,2818852346612,2818852346778
