task_name,period_ms,cycle_num,scheduled_ns,actual_ns,exec_end_ns
NavCommand,80,328,2818872293075,2818872306592,2818872308148
DistanceCalc,20,1312,2818872335697,2818872344499,2818872344803
NavControl,80,328,2818873195935,2818873210242,2818873210812
DistanceCalc,20,1313,2818892335697,2818892348101,2818892348298
DistanceCalc,20,1314,2818912335697,2818912343349,2818912343626
SurfaceRecon,100,263,2818932283239,2818932295969,2818932305404
DistanceCalc,20,1315,2818932335697,2818932344757,2818932345015
DataIMU,0,255,2818932314879,2818932314879,2818932405272
NavCommand,80,329,2818952293075,2818952303165,2818952304431
DistanceCalc,20,1316,2818952335697,2818952345098,2818952345329
NavControl,80,329,2818953195935,2818953204329,2818953204891
DistanceCalc,20,1317,2818972335697,2818972345569,2818972345737
DistanceCalc,20,1318,2818992335697,2818992348373,2818992348575
DistanceCalc,20,1319,2819012335697,2819012346033,2819012346309
NavCommand,80,330,2819032293075,2819032301653,2819032303246
SurfaceRecon,100,264,2819032283239,2819032295921,2819032304297
DistanceCalc,20,1320,2819032335697,2819032344074,2819032344346
DataIMU,0,256,2819032313471,2819032313471,2819032403102
NavControl,80,330,2819033195935,2819033205553,2819033206006
DistanceCalc,20,1321,2819052335697,2819052348947,2819052349130
DistanceCalc,20,1322,2819072335697,2819072344703,2819072344887
DistanceCalc,20,1323,2819092335697,2819092346410,2819092346662
NavCommand,80,331,2819112293075,2819112301563,2819112302706
DistanceCalc,20,1324,2819112335697,2819112342273,2819112342415
NavControl,80,331,2819113195935,2819113207462,2819113208322
SurfaceRecon,100,265,2819132283239,2819132296771,2819132303108
DistanceCalc,20,1325,2819132335697,2819132344713,2819132344959
DataIMU,0,257,2819132310796,2819132310796,2819132395306
DistanceCalc,20,1326,2819152335697,2819152344677,2819152344830
DistanceCalc,20,1327,2819172335697,2819172342928,2819172343241
NavCommand,80,332,2819192293075,2819192302064,2819192303107
DistanceCalc,20,1328,2819192335697,2819192348771,2819192348941
NavControl,80,332,2819193195935,2819193206723,2819193207321
DistanceCalc,20,1329,2819212335697,2819212348615,2819212348790
SurfaceRecon,100,266,2819232283239,2819232296342,2819232304242
DistanceCalc,20,1330,2819232335697,2819232346485,2819232346764
DataIMU,0,258,2819232312136,2819232312136,2819232406239
DistanceCalc,20,1331,2819252335697,2819252343596,2819252343743
NavCommand,80,333,2819272293075,2819272307507,2819272308866
DistanceCalc,20,1332,2819272335697,2819272345493,2819272345831
NavControl,80,333,2819273195935,2819273205272,2819273205792
DistanceCalc,20,1333,2819292335697,2819292345907,2819292346157
DistanceCalc,20,1334,2819312335697,2819312344493,2819312344664
SurfaceRecon,100,267,2819332283239,2819332296100,2819332303156
DistanceCalc,20,1335,2819332335697,2819332344991,2819332345231
DataIMU,0,259,2819332310849,2819332310849,2819332398183
NavCommand,80,334,2819352293075,2819352303431,2819352304619
DistanceCalc,20,1336,2819352335697,2819352343405,2819352343632
NavControl,80,334,2819353195935,2819353205257,2819353205962
DistanceCalc,20,1337,2819372335697,2819372348067,2819372348241
DistanceCalc,20,1338,2819392335697,2819392347786,2819392348120
DistanceCalc,20,1339,2819412335697,2819412349732,2819412349929
NavCommand,80,335,2819432293075,2819432301670,2819432302853
SurfaceRecon,100,268,2819432283239,2819432297101,2819432303916
DistanceCalc,20,1340,2819432335697,2819432344719,2819432344982
DataIMU,0,260,2819432313168,2819432313168,2819432405134
NavControl,80,335,2819433195935,2819433205403,2819433205910
DistanceCalc,20,1341,2819452335697,2819452345606,2819452345767
DistanceCalc,20,1342,2819472335697,2819472345132,2819472345311
DistanceCalc,20,1343,2819492335697,2819492345323,2819492345509
NavCommand,80,336,2819512293075,2819512301803,2819512302984
DistanceCalc,20,1344,2819512335697,2819512343831,2819512344051
NavControl,80,336,2819513195935,2819513205569,2819513206340
SurfaceRecon,100,269,2819532283239,2819532296423,2819532303100
DistanceCalc,20,1345,2819532335697,2819532343887,2819532344149
DataIMU,0,261,2819532311321,2819532311321,2819532394929
DistanceCalc,20,1346,2819552335697,2819552347071,2819552347227
DistanceCalc,20,1347,2819572335697,2819572345480,2819572345669
NavCommand,80,337,2819592293075,2819592304253,2819592305303
DistanceCalc,20,1348,2819592335697,2819592348899,2819592349214
NavControl,80,337,2819593195935,2819593205647,2819593206375
DistanceCalc,20,1349,2819612335697,2819612347819,2819612348059
SurfaceRecon,100,270,2819632283239,2819632298991,2819632306186
DistanceCalc,20,1350,2819632335697,2819632346851,2819632347123
DataIMU,0,262,2819632316238,2819632316238,2819632417635
DistanceCalc,20,1351,2819652335697,2819652347661,2819652347852
NavCommand,80,338,2819672293075,2819672303650,2819672304923
DistanceCalc,20,1352,2819672335697,2819672345826,2819672346100
NavControl,80,338,2819673195935,2819673207024,2819673207720
DistanceCalc,20,1353,2819692335697,2819692349303,2819692349548
DistanceCalc,20,1354,2819712335697,2819712347687,2819712347865
SurfaceRecon,100,271,2819732283239,2819732297198,2819732303937
DistanceCalc,20,1355,2819732335697,2819732345237,2819732345629
DataIMU,0,263,2819732311690,2819732311690,2819732403964
NavCommand,80,339,2819752293075,2819752302113,2819752303357
DistanceCalc,20,1356,2819752335697,2819752346701,2819752346989
NavControl,80,339,2819753195935,2819753205878,2819753206521
DistanceCalc,20,1357,2819772335697,2819772346481,2819772346703
DistanceCalc,20,1358,2819792335697,2819792347654,2819792347867
DistanceCalc,20,1359,2819812335697,2819812349350,2819812349563
NavCommand,80,340,2819832293075,2819832302263,2819832303578
SurfaceRecon,100,272,2819832283239,2819832299741,2819832307138
DistanceCalc,20,1360,2819832335697,2819832344101,2819832344359
DataIMU,0,264,2819832318819,2819832318819,2819832415624
NavControl,80,340,2819833195935,2819833205298,2819833205786
DistanceCalc,20,1361,2819852335697,2819852348363,2819852348585
DistanceCalc,20,1362,2819872335697,2819872346752,2819872346925
DistanceCalc,20,1363,2819892335697,2819892347334,2819892347569
NavCommand,80,341,2819912293075,2819912302069,2819912303083
DistanceCalc,20,1364,2819912335697,2819912342129,2819912342336
NavControl,80,341,2819913195935,2819913208718,2819913209403
SurfaceRecon,100,273,2819932283239,2819932296896,2819932303257
DistanceCalc,20,1365,2819932335697,2819932344340,2819932344598
DataIMU,0,265,2819932311540,2819932311540,2819932404889
DistanceCalc,20,1366,2819952335697,2819952344441,2819952344610
DistanceCalc,20,1367,2819972335697,2819972347469,2819972347723
NavCommand,80,342,2819992293075,2819992302089,2819992303303
DistanceCalc,20,1368,2819992335697,2819992345688,2819992346056
NavControl,80,342,2819993195935,2819993205384,2819993205951
DistanceCalc,20,1369,2820012335697,2820012348255,2820012348457
SurfaceRecon,100,274,2820032283239,2820032295368,2820032301948
DistanceCalc,20,1370,2820032335697,2820032344947,2820032345196
DataIMU,0,266,2820032309016,2820032309016,2820032400745
DistanceCalc,20,1371,2820052335697,2820052348498,2820052348784
NavCommand,80,343,2820072293075,2820072302345,2820072303771
DistanceCalc,20,1372,2820072335697,2820072344188,2820072344474
NavControl,80,343,2820073195935,2820073207815,2820073208558
DistanceCalc,20,1373,2820092335697,2820092347826,2820092348083
DistanceCalc,20,1374,2820112335697,2820112347711,2820112347908
SurfaceRecon,100,275,2820132283239,2820132297479,2820132303880
DistanceCalc,20,1375,2820132335697,2820132346634,2820132346809
DataIMU,0,267,2820132312892,2820132312892,2820132405433
NavCommand,80,344,2820152293075,2820152304224,2820152305490
DistanceCalc,20,1376,2820152335697,2820152344397,2820152344614
NavControl,80,344,2820153195935,2820153205057,2820153205747
DistanceCalc,20,1377,2820172335697,2820172343111,2820172343266
DistanceCalc,20,1378,2820192335697,2820192348580,2820192348796
DistanceCalc,20,1379,2820212335697,2820212350258,2820212350516
NavCommand,80,345,2820232293075,2820232301122,2820232302307
SurfaceRecon,100,276,2820232283239,2820232296356,2820232302194
DistanceCalc,20,1380,2820232335697,2820232345263,2820232345563
DataIMU,0,268,2820232310010,2820232310010,2820232399014
NavControl,80,345,2820233195935,2820233204411,2820233204810
DistanceCalc,20,1381,2820252335697,2820252346453,2820252346646
DistanceCalc,20,1382,2820272335697,2820272350425,2820272350682
DistanceCalc,20,1383,2820292335697,2820292349498,2820292349695
NavCommand,80,346,2820312293075,2820312305379,2820312306754
DistanceCalc,20,1384,2820312335697,2820312347932,2820312348246
NavControl,80,346,2820313195935,2820313207092,2820313207798
SurfaceRecon,100,277,2820332283239,2820332298970,2820332306147
DistanceCalc,20,1385,2820332335697,2820332345887,2820332346239
DataIMU,0,269,2820332316015,2820332316015,2820332420217
DistanceCalc,20,1386,2820352335697,2820352344918,2820352345088
DistanceCalc,20,1387,2820372335697,2820372349923,2820372350169
NavCommand,80,347,2820392293075,2820392304258,2820392305685
DistanceCalc,20,1388,2820392335697,2820392349056,2820392349361
NavControl,80,347,2820393195935,2820393210876,2820393211984
DistanceCalc,20,1389,2820412335697,2820412351197,2820412351435
SurfaceRecon,100,278,2820432283239,2820432297521,2820432304922
DistanceCalc,20,1390,2820432335697,2820432345580,2820432345844
DataIMU,0,270,2820432315303,2820432315303,2820432428183
DistanceCalc,20,1391,2820452335697,2820452346414,2820452346620
NavCommand,80,348,2820472293075,2820472303534,2820472304626
DistanceCalc,20,1392,2820472335697,2820472345847,2820472346052
NavControl,80,348,2820473195935,2820473209164,2820473210290
DistanceCalc,20,1393,2820492335697,2820492349401,2820492349607
DistanceCalc,20,1394,2820512335697,2820512345069,2820512345273
SurfaceRecon,100,279,2820532283239,2820532299890,2820532310529
DistanceCalc,20,1395,2820532335697,2820532345855,2820532346178
DataIMU,0,271,2820532322233,2820532322233,2820532433380
NavCommand,80,349,2820552293075,2820552305106,2820552306962
DistanceCalc,20,1396,2820552335697,2820552345140,2820552345422
NavControl,80,349,2820553195935,2820553208912,2820553209769
DistanceCalc,20,1397,2820572335697,2820572347053,2820572347260
DistanceCalc,20,1398,2820592335697,2820592350205,2820592350436
DistanceCalc,20,1399,2820612335697,2820612344616,2820612344694
NavCommand,80,350,2820632293075,2820632305380,2820632306969
SurfaceRecon,100,280,2820632283239,2820632300610,2820632309342
DistanceCalc,20,1400,2820632335697,2820632349020,2820632349438
DataIMU,0,272,2820632322733,2820632322733,2820632443478
NavControl,80,350,2820633195935,2820633207643,2820633208200
DistanceCalc,20,1401,2820652335697,2820652347802,2820652348030
DistanceCalc,20,1402,2820672335697,2820672344687,2820672344808
DistanceCalc,20,1403,2820692335697,2820692349235,2820692349447
NavCommand,80,351,2820712293075,2820712304858,2820712306303
DistanceCalc,20,1404,2820712335697,2820712343465,2820712343706
NavControl,80,351,2820713195935,2820713210158,2820713211476
SurfaceRecon,100,281,2820732283239,2820732299280,2820732306273
DistanceCalc,20,1405,2820732335697,2820732346187,2820732346521
DataIMU,0,273,2820732315228,2820732315228,2820732424813
DistanceCalc,20,1406,2820752335697,2820752350118,2820752350338
DistanceCalc,20,1407,2820772335697,2820772345745,2820772345979
NavCommand,80,352,2820792293075,2820792304512,2820792305890
DistanceCalc,20,1408,2820792335697,2820792348791,2820792349104
NavControl,80,352,2820793195935,2820793211515,2820793212444
DistanceCalc,20,1409,2820812335697,2820812346843,2820812347041
SurfaceRecon,100,282,2820832283239,2820832299111,2820832306280
DistanceCalc,20,1410,2820832335697,2820832349977,2820832350297
DataIMU,0,274,2820832316126,2820832316126,2820832451961
DistanceCalc,20,1411,2820852335697,2820852346488,2820852346686
NavCommand,80,353,2820872293075,2820872304753,2820872306506
DistanceCalc,20,1412,2820872335697,2820872345543,2820872345772
NavControl,80,353,2820873195935,2820873208442,2820873209432
DistanceCalc,20,1413,2820892335697,2820892350326,2820892350692
DistanceCalc,20,1414,2820912335697,2820912344471,2820912344648
SurfaceRecon,100,283,2820932283239,2820932299973,2820932308363
DistanceCalc,20,1415,2820932335697,2820932345046,2820932345411
DataIMU,0,275,2820932318569,2820932318569,2820932435997
NavCommand,80,354,2820952293075,2820952306798,2820952308219
DistanceCalc,20,1416,2820952335697,2820952345882,2820952346164
NavControl,80,354,2820953195935,2820953212748,2820953213692
DistanceCalc,20,1417,2820972335697,2820972346121,2820972346442
DistanceCalc,20,1418,2820992335697,2820992351001,2820992351254
DistanceCalc,20,1419,2821012335697,2821012347135,2821012347307
NavCommand,80,355,2821032293075,2821032304310,2821032305900
SurfaceRecon,100,284,2821032283239,2821032298845,2821032307134
DistanceCalc,20,1420,2821032335697,2821032347330,2821032347698
DataIMU,0,276,2821032321526,2821032321526,2821032446771
NavControl,80,355,2821033195935,2821033209341,2821033210095
DistanceCalc,20,1421,2821052335697,2821052351372,2821052351728
DistanceCalc,20,1422,2821072335697,2821072346430,2821072346618
DistanceCalc,20,1423,2821092335697,2821092347833,2821092347975
NavCommand,80,356,2821112293075,2821112304579,2821112306437
DistanceCalc,20,1424,2821112335697,2821112348288,2821112348625
NavControl,80,356,2821113195935,2821113210076,2821113210901
SurfaceRecon,100,285,2821132283239,2821132299405,2821132306345
DistanceCalc,20,1425,2821132335697,2821132350963,2821132351320
DataIMU,0,277,2821132317739,2821132317739,2821132420142
DistanceCalc,20,1426,2821152335697,2821152351090,2821152351337
DistanceCalc,20,1427,2821172335697,2821172345843,2821172346063
NavCommand,80,357,2821192293075,2821192304375,2821192305828
DistanceCalc,20,1428,2821192335697,2821192346592,2821192346721
NavControl,80,357,2821193195935,2821193210301,2821193211207
DistanceCalc,20,1429,2821212335697,2821212346006,2821212346338
SurfaceRecon,100,286,2821232283239,2821232296783,2821232304906
DistanceCalc,20,1430,2821232335697,2821232349139,2821232349583
DataIMU,0,278,2821232316121,2821232316121,2821232426887
DistanceCalc,20,1431,2821252335697,2821252350881,2821252351136
